,customer_id,group,is_buy
117,8927901,2,0
118,9872917,2,0
119,13849392,2,0
120,5547158,2,0
121,5492359,2,0
122,10600086,2,0
123,8290971,2,0
124,5545975,2,0
125,2166281,2,0
126,5527040,2,0
127,13028553,2,0
128,10082393,2,0
129,771448,2,0
130,934446,2,0
131,13625590,2,0
132,22549080,2,0
133,8279912,2,0
134,21692228,2,0
135,1984549,2,0
136,22923268,2,0
137,890795,2,0
138,13619651,2,0
139,6053333,2,0
140,17247098,2,0
141,261093,2,0
142,15537377,2,0
143,19089134,2,0
144,13791387,2,0
145,10750343,2,0
146,13584611,2,0
147,8997995,2,0
148,7497913,2,0
149,1306711,2,0
150,16165191,2,0
151,1402903,2,0
152,5945824,2,0
153,16961378,2,0
154,16766098,2,0
155,9612825,2,0
156,1823805,2,0
157,519447,2,0
158,10609858,2,0
159,18925696,2,0
160,5786195,2,0
161,7890341,2,0
162,1863380,2,0
163,6948200,2,0
164,651995,2,0
165,5654921,2,0
166,13545042,2,0
167,786500,2,0
168,16073977,2,0
169,22093985,2,0
170,23978495,2,0
171,8366100,2,0
172,6914138,2,0
173,23936062,2,0
174,19924808,2,0
175,8912865,2,0
176,1108644,2,0
177,14252,2,0
178,16754012,2,0
179,24721676,2,0
180,19666826,2,0
181,100,2,0
182,11760306,2,0
183,5841400,2,0
184,10769442,2,0
185,19135683,2,0
186,1539994,2,0
187,17813664,2,0
188,13577287,2,0
189,7908255,2,0
190,22660602,2,0
191,10844895,2,0
192,449022,2,0
193,8571727,2,0
194,23816111,2,0
195,7753332,2,0
196,111678,2,0
197,1972301,2,0
198,10091854,2,0
199,533103,2,0
200,7570447,2,0
201,68265,2,0
202,9175153,2,0
203,22038949,2,0
204,17517746,2,0
205,16398710,2,0
206,359718,2,0
207,10125719,2,0
208,10800344,2,0
209,22012412,2,0
210,15897583,2,0
211,1365998,2,0
212,8697574,2,0
213,16662669,2,0
214,7602828,2,0
215,5547652,2,0
216,24552121,2,0
217,9311773,2,0
218,989852,2,0
219,13424873,2,0
220,23340155,2,0
221,10298052,2,0
222,8797191,2,0
223,1727236,2,0
224,674602,2,0
225,5487423,2,0
226,217946,2,0
227,8316268,2,0
228,1498771,2,0
229,16279663,2,0
230,12684749,2,0
231,21329741,2,0
232,12829906,2,0
233,23333048,2,0
234,5792412,2,0
235,13753651,2,0
236,23878344,2,0
237,11808284,2,0
238,9836813,2,0
239,10092737,2,0
240,12122278,2,0
241,20413974,2,0
242,13442829,2,0
243,13004046,2,0
244,13036269,2,0
245,1702743,2,0
246,16440720,2,0
247,22563906,2,0
248,7177782,2,0
249,2227241,2,0
250,23621848,2,0
251,11611391,2,0
252,6279090,2,0
253,796252,2,0
254,825936,2,0
255,13183361,2,0
256,13128793,2,0
257,13209474,2,0
258,15034297,2,0
259,678176,2,0
260,690507,2,0
261,5764414,2,0
262,6016178,2,0
263,10997854,2,0
264,10916131,2,0
265,14489004,2,0
266,17314075,2,0
267,23883709,2,0
268,17454534,2,0
269,21210615,2,0
270,20485465,2,0
271,12379678,2,0
272,16516326,2,0
273,2174373,2,0
274,1061413,2,0
275,12336686,2,0
276,20293294,2,0
277,16247119,2,0
278,5386417,2,0
279,6336511,2,0
280,22833432,2,0
281,12579600,2,0
282,10929715,2,0
283,19876481,2,0
284,375814,2,0
285,7855020,2,0
286,8406884,2,0
287,24233360,2,0
288,21431475,2,0
289,22481150,2,0
290,1618053,2,0
291,1789941,2,0
292,18768182,2,0
293,1088027,2,0
294,7810107,2,0
295,6425007,2,0
296,7594188,2,0
297,13594631,2,0
298,524323,2,0
299,7500923,2,0
300,20370586,2,0
301,6265626,2,0
302,6988881,2,0
303,11505261,2,0
304,17982547,2,0
305,134015,2,0
306,5475924,2,0
307,18857916,2,0
308,1557058,2,0
309,882064,2,0
310,8144889,2,0
311,7934562,2,0
312,972756,2,0
313,259345,2,0
314,16051943,2,0
315,585579,2,0
316,18167836,2,0
317,8237736,2,0
318,13981456,2,0
319,1201066,2,0
320,956410,2,0
321,7248904,2,0
322,14326435,2,0
323,565703,2,0
324,24519914,2,0
325,15825969,2,0
326,16839002,2,0
327,8899126,2,0
328,8275375,2,0
329,1710864,2,0
330,10477133,2,0
331,6124088,2,0
332,6956526,2,0
333,7717928,2,0
334,23317138,2,0
335,12804565,2,0
336,6159671,2,0
337,21371114,2,0
338,13171560,2,0
339,19081023,2,0
340,12208977,2,0
341,7752737,2,0
342,398684,2,0
343,12724433,2,0
344,16986977,2,0
345,22948169,2,0
346,15055736,2,0
347,6260875,2,0
348,8565989,2,0
349,16414064,2,0
350,12594248,2,0
351,24036882,2,0
352,2048092,2,0
353,21618165,2,0
354,5198059,2,0
355,5822419,2,0
356,1935852,2,0
357,9191607,2,0
358,14818725,2,0
359,5870028,2,0
360,17768755,2,0
361,249462,2,0
362,7925240,2,0
363,11876517,2,0
364,19853260,2,0
365,1993065,2,0
366,385683,2,0
367,6288044,2,0
368,10027323,2,0
369,1007341,2,0
370,20222690,2,0
371,15736201,2,0
372,19784562,2,0
373,539667,2,0
374,22841075,2,0
375,1180273,2,0
376,5708744,2,0
377,7235762,2,0
378,20056449,2,0
379,17222464,2,0
380,6189775,2,0
381,21495722,2,0
382,9807989,2,0
383,8818214,2,0
384,603426,2,0
385,14157618,2,0
386,199577,2,0
387,5159677,2,0
388,156656,2,0
389,41913,2,0
390,7824321,2,0
391,20837172,2,0
392,2106698,2,0
393,17189931,2,0
394,5822381,2,0
395,1604355,2,0
396,7901511,2,0
397,7854330,2,0
398,6337687,2,0
399,194064,2,0
400,6343540,2,0
401,614871,2,0
402,14509264,2,0
403,20267750,2,0
404,17078059,2,0
405,14480365,2,0
406,22620130,2,0
407,12409547,2,0
408,17248383,2,0
409,21338812,2,0
410,21658792,2,0
411,204356,2,0
412,7554394,2,0
413,14299498,2,0
414,22647852,2,0
415,12488360,2,0
416,899944,2,0
417,2103885,2,0
418,1749894,2,0
419,14211968,2,0
420,7007830,2,0
421,16272739,2,0
422,10191349,2,0
423,7846905,2,0
424,7749526,2,0
425,12551285,2,0
426,1873640,2,0
427,23418998,2,0
428,22277007,2,0
429,11985164,2,0
430,21189507,2,0
431,10349685,2,0
432,7190360,2,0
433,20606638,2,0
434,19823319,2,0
435,10529156,2,0
436,5794038,2,0
437,14868739,2,0
438,11463032,2,0
439,21780782,2,0
440,903264,2,0
441,11864587,2,0
442,465963,2,0
443,19086036,2,0
444,1007575,2,0
445,16534402,2,0
446,9114491,2,0
447,19392794,2,0
448,2106304,2,0
449,5703844,2,0
450,7151260,2,0
451,10590950,2,0
452,22452161,2,0
453,591984,2,0
454,20461425,2,0
455,11668372,2,0
456,8498533,2,0
457,18188137,2,0
458,6957279,2,0
459,8418709,2,0
460,20321204,2,0
461,6312634,2,0
462,13551012,2,0
463,6395148,2,0
464,7807423,2,0
465,22459717,2,0
466,21389820,2,0
467,14753532,2,0
468,533952,2,0
469,22242818,2,0
470,8469183,2,0
471,16029459,2,0
472,5841907,2,0
473,604589,2,0
474,16456924,2,0
475,8079813,2,0
476,5565966,2,0
477,14803501,2,0
478,23574239,2,0
479,10946721,2,0
480,274882,2,0
481,1266708,2,0
482,24032696,2,0
483,12482570,2,0
484,16949752,2,0
485,12139666,2,0
486,20962095,2,0
487,1512874,2,0
488,1966988,2,0
489,7681955,2,0
490,6239,2,0
491,1015706,2,0
492,18204661,2,0
493,19006208,2,0
494,19045169,2,0
495,9171988,2,0
496,11718638,2,0
497,24123104,2,0
498,1558130,2,0
499,12217422,2,0
500,5963374,2,0
501,11390014,2,0
502,11780533,2,0
503,1006561,2,0
504,6429426,2,0
505,8239249,2,0
506,17835732,2,0
507,1991049,2,0
508,6114814,2,0
509,12291334,2,0
510,5658907,2,0
511,1256597,2,0
512,12467586,2,0
513,2202214,2,0
514,1919135,2,0
515,2073830,2,0
516,19455095,2,0
517,16300206,2,0
518,11166,2,0
519,13457796,2,0
520,2118427,2,0
521,18095724,2,0
522,2210704,2,0
523,8179621,2,0
524,13080550,2,0
525,11873820,2,0
526,17216722,2,0
527,18028327,2,0
528,7524462,2,0
529,6662595,2,0
530,14041164,2,0
531,13281852,2,0
532,23383415,2,0
533,20689119,2,0
534,17137471,2,0
535,8054756,2,0
536,16674818,2,0
537,5467624,2,0
538,21824673,2,0
539,137081,2,0
540,5625530,2,0
541,489467,2,0
542,1511439,2,0
543,19782215,2,0
544,20495640,2,0
545,7886337,2,0
546,8260923,2,0
547,9752878,2,0
548,19283648,2,0
549,38284,2,0
550,757445,2,0
551,8600831,2,0
552,14115076,2,0
553,816832,2,0
554,9283047,2,0
555,1981018,2,0
556,133337,2,0
557,10772919,2,0
558,200547,2,0
559,7979991,2,0
560,321812,2,0
561,13673629,2,0
562,11936123,2,0
563,14324226,2,0
564,7258472,2,0
565,7173521,2,0
566,8165552,2,0
567,6616386,2,0
568,20274686,2,0
569,24595454,2,0
570,7260328,2,0
571,1912362,2,0
572,16256086,2,0
573,12464135,2,0
574,11182852,2,0
575,16969318,2,0
576,12710307,2,0
577,13528402,2,0
578,359628,2,0
579,18821351,2,0
580,919896,2,0
581,11931849,2,0
582,13185707,2,0
583,14745683,2,0
584,11294668,2,0
585,177782,2,0
586,16543386,2,0
587,9141075,2,0
588,1849264,2,0
589,6719254,2,0
590,7854270,2,0
591,5521133,2,0
592,8280549,2,0
593,20088834,2,0
594,19828122,2,0
595,492102,2,0
596,1873463,2,0
597,73034,2,0
598,5569201,2,0
599,21880067,2,0
600,22989072,2,0
601,2113856,2,0
602,113590,2,0
603,7156861,2,0
604,6759996,2,0
605,1483253,2,0
606,1691659,2,0
607,22311453,2,0
608,21798039,2,0
609,1360900,2,0
610,5350276,2,0
611,1951528,2,0
612,19380098,2,0
613,1485773,2,0
614,1678196,2,0
615,22276231,2,0
616,11051725,2,0
617,16360208,2,0
618,20517281,2,0
619,1516987,2,0
620,736907,2,0
621,13470610,2,0
622,7859547,2,0
623,23084886,2,0
624,12571189,2,0
625,12261450,2,0
626,845376,2,0
627,17045554,2,0
628,19652671,2,0
629,7320041,2,0
630,17013459,2,0
631,1316808,2,0
632,11352571,2,0
633,11384064,2,0
634,6950207,2,0
635,7869859,2,0
636,6355390,2,0
637,13922939,2,0
638,14005880,2,0
639,21531683,2,0
640,1122640,2,0
641,13804371,2,0
642,18741445,2,0
643,23374663,2,0
644,24039351,2,0
645,9139870,2,0
646,8103302,2,0
647,10159535,2,0
648,21649148,2,0
649,8741122,2,0
650,7745860,2,0
651,6068909,2,0
652,6871885,2,0
653,639377,2,0
654,151013,2,0
655,491824,2,0
656,2027951,2,0
657,1996812,2,0
658,5322786,2,0
659,8004836,2,0
660,5275700,2,0
661,1858916,2,0
662,11281105,2,0
663,8094130,2,0
664,21113608,2,0
665,7184911,2,0
666,5765768,2,0
667,12470167,2,0
668,9867380,2,0
669,8139755,2,0
670,6123197,2,0
671,18295922,2,0
672,17767684,2,0
673,5685701,2,0
674,14935120,2,0
675,15372780,2,0
676,22933265,2,0
677,6910587,2,0
678,9968011,2,0
679,18442056,2,0
680,137837,2,0
681,7487399,2,0
682,10412517,2,0
683,10090183,2,0
684,5154046,2,0
685,22335377,2,0
686,23740178,2,0
687,14567791,2,0
688,15999756,2,0
689,19926024,2,0
690,1204872,2,0
691,875956,2,0
692,5712455,2,0
693,22096132,2,0
694,6794033,2,0
695,17927457,2,0
696,214063,2,0
697,11325411,2,0
698,19898761,2,0
699,11477628,2,0
700,21486389,2,0
701,21036945,2,0
702,6092607,2,0
703,8397315,2,0
704,31030,2,0
705,8498426,2,0
706,24096956,2,0
707,18716397,2,0
708,180640,2,0
709,277685,2,0
710,8646300,2,0
711,8393146,2,0
712,20317880,2,0
713,15075991,2,0
714,6072468,2,0
715,5271388,2,0
716,869483,2,0
717,22400355,2,0
718,11473924,2,0
719,7226378,2,0
720,11280300,2,0
721,23615528,2,0
722,6610342,2,0
723,5189951,2,0
724,1421647,2,0
725,1003468,2,0
726,20178240,2,0
727,10852075,2,0
728,15522373,2,0
729,16484617,2,0
730,10536481,2,0
731,1418758,2,0
732,9828531,2,0
733,9034031,2,0
734,16891907,2,0
735,17852609,2,0
736,7844644,2,0
737,522168,2,0
738,8370678,2,0
739,6389710,2,0
740,12130978,2,0
741,7386551,2,0
742,24461018,2,0
743,10378065,2,0
744,10364922,2,0
745,962706,2,0
746,729005,2,0
747,16765665,2,0
748,22651200,2,0
749,1225231,2,0
750,1436058,2,0
751,2092497,2,0
752,21648740,2,0
753,8549,2,0
754,5473098,2,0
755,7628537,2,0
756,8603080,2,0
757,11766632,2,0
758,21008867,2,0
759,102728,2,0
760,1133698,2,0
761,11308857,2,0
762,11592279,2,0
763,12248971,2,0
764,678597,2,0
765,18277096,2,0
766,1808501,2,0
767,19941769,2,0
768,609834,2,0
769,21790242,2,0
770,2213965,2,0
771,12687188,2,0
772,14363685,2,0
773,1501259,2,0
774,23897741,2,0
775,18149475,2,0
776,24718086,2,0
777,12909526,2,0
778,22568379,2,0
779,23418743,2,0
780,8543473,2,0
781,23462788,2,0
782,10249535,2,0
783,7281208,2,0
784,13480883,2,0
785,128463,2,0
786,672242,2,0
787,12969890,2,0
788,10542515,2,0
789,19113243,2,0
790,13638144,2,0
791,19086932,2,0
792,1249881,2,0
793,16878618,2,0
794,5992001,2,0
795,5522929,2,0
796,15874448,2,0
797,17008431,2,0
798,13906399,2,0
799,19762367,2,0
800,7935904,2,0
801,145679,2,0
802,5154598,2,0
803,9892317,2,0
804,1869452,2,0
805,4881,2,0
806,7576449,2,0
807,5154434,2,0
808,65045,2,0
809,20216583,2,0
810,17402937,2,0
811,21274806,2,0
812,18633847,2,0
813,21253580,2,0
814,23826790,2,0
815,17461393,2,0
816,9153431,2,0
817,11317556,2,0
818,6591988,2,0
819,21258372,2,0
820,23499816,2,0
821,6322912,2,0
822,9990717,2,0
823,8712734,2,0
824,6524512,2,0
825,6574589,2,0
826,916922,2,0
827,5184347,2,0
828,674047,2,0
829,16721562,2,0
830,7809713,2,0
831,1468457,2,0
832,20587746,2,0
833,1053943,2,0
834,5857346,2,0
835,16512012,2,0
836,11323551,2,0
837,10970767,2,0
838,657377,2,0
839,12842986,2,0
840,218872,2,0
841,22651973,2,0
842,8392743,2,0
843,12040179,2,0
844,19622931,2,0
845,20589014,2,0
846,22029165,2,0
847,6422607,2,0
848,19222387,2,0
849,10684461,2,0
850,24590728,2,0
851,12857,2,0
852,23420045,2,0
853,7653009,2,0
854,23498275,2,0
855,20691925,2,0
856,7527480,2,0
857,15507478,2,0
858,10644207,2,0
859,18431359,2,0
860,15391584,2,0
861,24324340,2,0
862,1417322,2,0
863,7563135,2,0
864,170487,2,0
865,2031940,2,0
866,22630433,2,0
867,5240314,2,0
868,6393605,2,0
869,23143921,2,0
870,24208999,2,0
871,7447618,2,0
872,8497039,2,0
873,11282371,2,0
874,7003468,2,0
875,20503215,2,0
876,16659992,2,0
877,11661642,2,0
878,943469,2,0
879,12097875,2,0
880,7688961,2,0
881,11512865,2,0
882,23506569,2,0
883,1054816,2,0
884,18227963,2,0
885,362534,2,0
886,15436322,2,0
887,10174357,2,0
888,6236680,2,0
889,63651,2,0
890,7983876,2,0
891,17166548,2,0
892,7045899,2,0
893,13158453,2,0
894,20426762,2,0
895,22506275,2,0
896,12756969,2,0
897,10517533,2,0
898,24213434,2,0
899,19579386,2,0
900,797959,2,0
901,5499444,2,0
902,1518574,2,0
903,13393438,2,0
904,772226,2,0
905,11275574,2,0
906,10229339,2,0
907,1980891,2,0
908,14370478,2,0
909,14361833,2,0
910,7516819,2,0
911,22531978,2,0
912,811262,2,0
913,12558529,2,0
914,18756207,2,0
915,246238,2,0
916,1788369,2,0
917,21625543,2,0
918,8782135,2,0
919,8098573,2,0
920,13278905,2,0
921,373644,2,0
922,11165925,2,0
923,15093242,2,0
924,5095022,2,0
925,9770084,2,0
926,7268398,2,0
927,7970026,2,0
928,11440906,2,0
929,200397,2,0
930,20123106,2,0
931,8098106,2,0
932,21295654,2,0
933,19258665,2,0
934,10072438,2,0
935,16955529,2,0
936,19458200,2,0
937,17900648,2,0
938,7771843,2,0
939,1483594,2,0
940,373068,2,0
941,7935558,2,0
942,7522472,2,0
943,12956437,2,0
944,56523,2,0
945,58,2,0
946,1438747,2,0
947,12947695,2,0
948,15680388,2,0
949,13526100,2,0
950,1670436,2,0
951,9027941,2,0
952,11472166,2,0
953,16693030,2,0
954,1167234,2,0
955,9651276,2,0
956,19038888,2,0
957,7699112,2,0
958,22883375,2,0
959,13054765,2,0
960,5356590,2,0
961,21105986,2,0
962,431659,2,0
963,621707,2,0
964,6753057,2,0
965,19463938,2,0
966,13560766,2,0
967,2136904,2,0
968,31303,2,0
969,21122825,2,0
970,24027064,2,0
971,442935,2,0
972,23310531,2,0
973,1871850,2,0
974,530311,2,0
975,20560450,2,0
976,21654762,2,0
977,1414371,2,0
978,12458971,2,0
979,12143173,2,0
980,21303635,2,0
981,18480723,2,0
982,6040448,2,0
983,14915429,2,0
984,20454412,2,0
985,14230042,2,0
986,1998855,2,0
987,9919665,2,0
988,8551005,2,0
989,5464680,2,0
990,1454879,2,0
991,1179343,2,0
992,1285653,2,0
993,6221262,2,0
994,1844110,2,0
995,17638127,2,0
996,449325,2,0
997,17823927,2,0
998,2045654,2,0
999,1115358,2,0
1000,463781,2,0
1001,10094942,2,0
1002,271936,2,0
1003,9795821,2,0
1004,94045,2,0
1005,11571014,2,0
1006,11222393,2,0
1007,1283024,2,0
1008,8658162,2,0
1009,24556143,2,0
1010,6796432,2,0
1011,14349100,2,0
1012,1846333,2,0
1013,22912034,2,0
1014,2125131,2,0
1015,9895496,2,0
1016,6185078,2,0
1017,24654169,2,0
1018,17019928,2,0
1019,11217947,2,0
1020,10621066,2,0
1021,1906904,2,0
1022,9169957,2,0
1023,7101434,2,0
1024,11736292,2,0
1025,15132641,2,0
1026,10492490,2,0
1027,7390738,2,0
1028,9999199,2,0
1029,6621527,2,0
1030,9628366,2,0
1031,7140864,2,0
1032,2211406,2,0
1033,22694101,2,0
1034,866939,2,0
1035,18621859,2,0
1036,1081819,2,0
1037,5340122,2,0
1038,1853042,2,0
1039,19800607,2,0
1040,7322726,2,0
1041,20766317,2,0
1042,7740981,2,0
1043,10094805,2,0
1044,22784825,2,0
1045,6014590,2,0
1046,7713267,2,0
1047,11308591,2,0
1048,6971550,2,0
1049,7944889,2,0
1050,7035732,2,0
1051,336954,2,0
1052,484282,2,0
1053,16308988,2,0
1054,10922020,2,0
1055,22768130,2,0
1056,18281539,2,0
1057,12527091,2,0
1058,13587042,2,0
1059,13331384,2,0
1060,1499849,2,0
1061,17679319,2,0
1062,6117619,2,0
1063,19792052,2,0
1064,24557793,2,0
1065,5216590,2,0
1066,21250889,2,0
1067,2051891,2,0
1068,81091,2,0
1069,7899227,2,0
1070,10858897,2,0
1071,554029,2,0
1072,23432589,2,0
1073,16212213,2,0
1074,14694713,2,0
1075,16543945,2,0
1076,231184,2,0
1077,650954,2,0
1078,12802469,2,0
1079,873135,2,0
1080,19291326,2,0
1081,8836073,2,0
1082,5717620,2,0
1083,12563684,2,0
1084,1156476,2,0
1085,11821590,2,0
1086,15275951,2,0
1087,14353854,2,0
1088,1200171,2,0
1089,5504753,2,0
1090,7950719,2,0
1091,11327906,2,0
1092,10089775,2,0
1093,19965146,2,0
1094,7443204,2,0
1095,22421741,2,0
1096,14279164,2,0
1097,21887358,2,0
1098,19438804,2,0
1099,7517711,2,0
1100,23896780,2,0
1101,20643399,2,0
1102,9038255,2,0
1103,8074568,2,0
1104,11001296,2,0
1105,9792935,2,0
1106,22091271,2,0
1107,22700715,2,0
1108,8809932,2,0
1109,3125938,2,0
1110,338242,2,0
1111,1091035,2,0
1112,1190680,2,0
1113,8727707,2,0
1114,12892359,2,0
1115,19645062,2,0
1116,22842096,2,0
1117,13401511,2,0
1118,21735721,2,0
1119,9924913,2,0
1120,933634,2,0
1121,12191445,2,0
1122,6273815,2,0
1123,11066029,2,0
1124,10532914,2,0
1125,18260324,2,0
1126,19996900,2,0
1127,23977674,2,0
1128,504466,2,0
1129,5604688,2,0
1130,18035426,2,0
1131,6183921,2,0
1132,34085,2,0
1133,652677,2,0
1134,6079220,2,0
1135,23937196,2,0
1136,16267737,2,0
1137,1297594,2,0
1138,113560,2,0
1139,23877665,2,0
1140,1472910,2,0
1141,22170309,2,0
1142,559137,2,0
1143,20329890,2,0
1144,8467561,2,0
1145,17374860,2,0
1146,16797614,2,0
1147,1581070,2,0
1148,1304605,2,0
1149,17213191,2,0
1150,6980822,2,0
1151,18912201,2,0
1152,9909635,2,0
1153,9165901,2,0
1154,16052232,2,0
1155,102150,2,0
1156,281167,2,0
1157,207112,2,0
1158,9673822,2,0
1159,8294803,2,0
1160,10981167,2,0
1161,1666273,2,0
1162,12417782,2,0
1163,20817743,2,0
1164,19238446,2,0
1165,6277829,2,0
1166,6386673,2,0
1167,496702,2,0
1168,19937294,2,0
1169,11757024,2,0
1170,14612826,2,0
1171,47301,2,0
1172,6818557,2,0
1173,6923059,2,0
1174,2005893,2,0
1175,6798224,2,0
1176,17612327,2,0
1177,7851895,2,0
1178,11645507,2,0
1179,21700573,2,0
1180,17656295,2,0
1181,18355293,2,0
1182,12404819,2,0
1183,5355853,2,0
1184,5686556,2,0
1185,8344781,2,0
1186,231182,2,0
1187,2144542,2,0
1188,6007861,2,0
1189,13385436,2,0
1190,9803673,2,0
1191,12613316,2,0
1192,6715838,2,0
1193,23943591,2,0
1194,8148307,2,0
1195,1301474,2,0
1196,11698171,2,0
1197,8076184,2,0
1198,6059348,2,0
1199,196312,2,0
1200,365038,2,0
1201,15669414,2,0
1202,8145881,2,0
1203,7975719,2,0
1204,10401648,2,0
1205,1002222,2,0
1206,477853,2,0
1207,19456912,2,0
1208,11153672,2,0
1209,11347198,2,0
1210,5937524,2,0
1211,6814813,2,0
1212,11576776,2,0
1213,15059218,2,0
1214,7860942,2,0
1215,24677689,2,0
1216,5816371,2,0
1217,8218595,2,0
1218,17776313,2,0
1219,13248018,2,0
1220,8570585,2,0
1221,24802853,2,0
1222,14171666,2,0
1223,11702645,2,0
1224,17576035,2,0
1225,1803600,2,0
1226,21312323,2,0
1227,17948563,2,0
1228,23128498,2,0
1229,21464652,2,0
1230,21439549,2,0
1231,20347352,2,0
1232,13748696,2,0
1233,858504,2,0
1234,13090182,2,0
1235,18172854,2,0
1236,15066051,2,0
1237,1136160,2,0
1238,422315,2,0
1239,20475955,2,0
1240,14528830,2,0
1241,7842920,2,0
1242,11156044,2,0
1243,8807500,2,0
1244,1939974,2,0
1245,1529960,2,0
1246,10353902,2,0
1247,8598190,2,0
1248,7864547,2,0
1249,6540448,2,0
1250,11818844,2,0
1251,1329832,2,0
1252,197454,2,0
1253,145178,2,0
1254,14273436,2,0
1255,12163393,2,0
1256,9949478,2,0
1257,1315688,2,0
1258,12471119,2,0
1259,532785,2,0
1260,271763,2,0
1261,18859336,2,0
1262,8205447,2,0
1263,1136369,2,0
1264,11315257,2,0
1265,1968391,2,0
1266,5967125,2,0
1267,7252771,2,0
1268,11343482,2,0
1269,346384,2,0
1270,16984967,2,0
1271,579790,2,0
1272,14613716,2,0
1273,8518269,2,0
1274,8614349,2,0
1275,22630768,2,0
1276,6461509,2,0
1277,737319,2,0
1278,12924322,2,0
1279,618108,2,0
1280,12949578,2,0
1281,8470742,2,0
1282,1888476,2,0
1283,171646,2,0
1284,5207878,2,0
1285,5453874,2,0
1286,10575852,2,0
1287,298374,2,0
1288,5721372,2,0
1289,2196869,2,0
1290,17196523,2,0
1291,5151928,2,0
1292,23918279,2,0
1293,17336913,2,0
1294,10047743,2,0
1295,21088032,2,0
1296,401986,2,0
1297,421790,2,0
1298,20817772,2,0
1299,1703891,2,0
1300,22873227,2,0
1301,583049,2,0
1302,6104650,2,0
1303,971157,2,0
1304,19249521,2,0
1305,1337188,2,0
1306,13314721,2,0
1307,8803828,2,0
1308,166316,2,0
1309,12216347,2,0
1310,6041898,2,0
1311,7261131,2,0
1312,19827508,2,0
1313,7247752,2,0
1314,21791805,2,0
1315,18996012,2,0
1316,7977404,2,0
1317,8503148,2,0
1318,14196099,2,0
1319,5616794,2,0
1320,1005892,2,0
1321,5786705,2,0
1322,10572532,2,0
1323,2139986,2,0
1324,21252245,2,0
1325,1240980,2,0
1326,9612413,2,0
1327,11583897,2,0
1328,16675579,2,0
1329,14791346,2,0
1330,7819828,2,0
1331,736908,2,0
1332,9153388,2,0
1333,23309036,2,0
1334,9867401,2,0
1335,12837781,2,0
1336,22449006,2,0
1337,10453027,2,0
1338,10222932,2,0
1339,13048461,2,0
1340,12663610,2,0
1341,7169911,2,0
1342,12298300,2,0
1343,2035211,2,0
1344,17509253,2,0
1345,220094,2,0
1346,12173332,2,0
1347,11641135,2,0
1348,11760974,2,0
1349,1387858,2,0
1350,15395949,2,0
1351,11785813,2,0
1352,382064,2,0
1353,16444508,2,0
1354,14055174,2,0
1355,24587049,2,0
1356,11649432,2,0
1357,12799574,2,0
1358,1947844,2,0
1359,6338900,2,0
1360,8049690,2,0
1361,16057107,2,0
1362,7928881,2,0
1363,7361394,2,0
1364,24083207,2,0
1365,16849268,2,0
1366,16000302,2,0
1367,16227332,2,0
1368,14292160,2,0
1369,24377153,2,0
1370,20872085,2,0
1371,8596103,2,0
1372,16231407,2,0
1373,8553982,2,0
1374,7988853,2,0
1375,11288152,2,0
1376,14200164,2,0
